current density,FE
104.747475,0.689899
104.747475,0.697980
104.747475,0.706061
104.747475,0.714141
104.747475,0.722222
104.747475,0.730303
104.747475,0.738384
104.747475,0.746465
104.747475,0.754545
104.747475,0.762626
104.747475,0.770707
104.747475,0.778788
104.747475,0.786869
104.747475,0.794949
104.747475,0.803030
104.747475,0.811111
104.747475,0.819192
104.747475,0.827273
104.747475,0.835354
104.747475,0.843434
104.747475,0.851515
104.747475,0.859596
104.747475,0.867677
104.747475,0.875758
104.747475,0.883838
104.747475,0.891919
104.747475,0.900000
108.737374,0.100000
108.737374,0.108081
108.737374,0.116162
108.737374,0.124242
108.737374,0.132323
108.737374,0.140404
108.737374,0.148485
108.737374,0.156566
108.737374,0.164646
108.737374,0.172727
108.737374,0.180808
108.737374,0.188889
108.737374,0.196970
108.737374,0.205051
108.737374,0.213131
108.737374,0.221212
108.737374,0.229293
108.737374,0.237374
108.737374,0.245455
108.737374,0.253535
108.737374,0.261616
108.737374,0.269697
108.737374,0.277778
108.737374,0.285859
108.737374,0.293939
108.737374,0.302020
108.737374,0.310101
108.737374,0.318182
108.737374,0.326263
108.737374,0.334343
108.737374,0.342424
108.737374,0.350505
108.737374,0.358586
108.737374,0.366667
108.737374,0.374747
108.737374,0.382828
108.737374,0.390909
108.737374,0.398990
108.737374,0.407071
108.737374,0.415152
108.737374,0.423232
108.737374,0.431313
108.737374,0.439394
108.737374,0.447475
108.737374,0.455556
108.737374,0.463636
108.737374,0.471717
108.737374,0.479798
108.737374,0.487879
108.737374,0.495960
108.737374,0.504040
108.737374,0.512121
108.737374,0.520202
108.737374,0.528283
108.737374,0.536364
108.737374,0.544444
108.737374,0.552525
108.737374,0.560606
108.737374,0.568687
108.737374,0.576768
108.737374,0.584848
108.737374,0.592929
108.737374,0.601010
108.737374,0.609091
108.737374,0.617172
108.737374,0.625253
108.737374,0.633333
108.737374,0.641414
108.737374,0.649495
108.737374,0.657576
108.737374,0.665657
108.737374,0.673737
108.737374,0.681818
108.737374,0.689899
108.737374,0.697980
108.737374,0.706061
108.737374,0.714141
108.737374,0.722222
108.737374,0.730303
108.737374,0.738384
108.737374,0.746465
108.737374,0.754545
108.737374,0.762626
108.737374,0.770707
108.737374,0.778788
108.737374,0.786869
108.737374,0.794949
108.737374,0.803030
108.737374,0.811111
108.737374,0.819192
108.737374,0.827273
108.737374,0.835354
108.737374,0.843434
108.737374,0.851515
108.737374,0.859596
108.737374,0.867677
108.737374,0.875758
108.737374,0.883838
108.737374,0.891919
108.737374,0.900000
112.727273,0.100000
112.727273,0.108081
112.727273,0.116162
112.727273,0.124242
112.727273,0.132323
112.727273,0.140404
112.727273,0.148485
112.727273,0.156566
112.727273,0.164646
112.727273,0.172727
112.727273,0.180808
112.727273,0.188889
112.727273,0.196970
112.727273,0.205051
112.727273,0.213131
112.727273,0.221212
112.727273,0.229293
112.727273,0.237374
112.727273,0.245455
112.727273,0.253535
112.727273,0.261616
112.727273,0.269697
112.727273,0.277778
112.727273,0.285859
112.727273,0.293939
112.727273,0.302020
112.727273,0.310101
112.727273,0.318182
112.727273,0.326263
112.727273,0.334343
112.727273,0.342424
112.727273,0.350505
112.727273,0.358586
112.727273,0.366667
112.727273,0.374747
112.727273,0.382828
112.727273,0.390909
112.727273,0.398990
112.727273,0.407071
112.727273,0.415152
112.727273,0.423232
112.727273,0.431313
112.727273,0.439394
112.727273,0.447475
112.727273,0.455556
112.727273,0.463636
112.727273,0.471717
112.727273,0.479798
112.727273,0.487879
112.727273,0.495960
112.727273,0.504040
112.727273,0.512121
112.727273,0.520202
112.727273,0.528283
112.727273,0.536364
112.727273,0.544444
112.727273,0.552525
112.727273,0.560606
112.727273,0.568687
112.727273,0.576768
112.727273,0.584848
112.727273,0.592929
112.727273,0.601010
112.727273,0.609091
112.727273,0.617172
112.727273,0.625253
112.727273,0.633333
112.727273,0.641414
112.727273,0.649495
112.727273,0.657576
112.727273,0.665657
112.727273,0.673737
112.727273,0.681818
112.727273,0.689899
112.727273,0.697980
112.727273,0.706061
112.727273,0.714141
112.727273,0.722222
112.727273,0.730303
112.727273,0.738384
112.727273,0.746465
112.727273,0.754545
112.727273,0.762626
112.727273,0.770707
112.727273,0.778788
112.727273,0.786869
112.727273,0.794949
112.727273,0.803030
112.727273,0.811111
112.727273,0.819192
112.727273,0.827273
112.727273,0.835354
112.727273,0.843434
112.727273,0.851515
112.727273,0.859596
112.727273,0.867677
112.727273,0.875758
112.727273,0.883838
112.727273,0.891919
112.727273,0.900000
116.717172,0.100000
116.717172,0.108081
116.717172,0.116162
116.717172,0.124242
116.717172,0.132323
116.717172,0.140404
116.717172,0.148485
116.717172,0.156566
116.717172,0.164646
116.717172,0.172727
116.717172,0.180808
116.717172,0.188889
116.717172,0.196970
116.717172,0.205051
116.717172,0.213131
116.717172,0.221212
116.717172,0.229293
116.717172,0.237374
116.717172,0.245455
116.717172,0.253535
116.717172,0.261616
116.717172,0.269697
116.717172,0.277778
116.717172,0.285859
116.717172,0.293939
116.717172,0.302020
116.717172,0.310101
116.717172,0.318182
116.717172,0.326263
116.717172,0.334343
116.717172,0.342424
116.717172,0.350505
116.717172,0.358586
116.717172,0.366667
116.717172,0.374747
116.717172,0.382828
116.717172,0.390909
116.717172,0.398990
116.717172,0.407071
116.717172,0.415152
116.717172,0.423232
116.717172,0.431313
116.717172,0.439394
116.717172,0.447475
116.717172,0.455556
116.717172,0.463636
116.717172,0.471717
116.717172,0.479798
116.717172,0.487879
116.717172,0.495960
116.717172,0.504040
116.717172,0.512121
116.717172,0.520202
116.717172,0.528283
116.717172,0.536364
116.717172,0.544444
116.717172,0.552525
116.717172,0.560606
116.717172,0.568687
116.717172,0.576768
116.717172,0.584848
116.717172,0.592929
116.717172,0.601010
116.717172,0.609091
116.717172,0.617172
116.717172,0.625253
116.717172,0.633333
116.717172,0.641414
116.717172,0.649495
116.717172,0.657576
116.717172,0.665657
116.717172,0.673737
116.717172,0.681818
116.717172,0.689899
116.717172,0.697980
116.717172,0.706061
116.717172,0.714141
116.717172,0.722222
116.717172,0.730303
116.717172,0.738384
116.717172,0.746465
116.717172,0.754545
116.717172,0.762626
116.717172,0.770707
116.717172,0.778788
116.717172,0.786869
116.717172,0.794949
116.717172,0.803030
116.717172,0.811111
116.717172,0.819192
116.717172,0.827273
116.717172,0.835354
116.717172,0.843434
116.717172,0.851515
116.717172,0.859596
116.717172,0.867677
116.717172,0.875758
116.717172,0.883838
116.717172,0.891919
116.717172,0.900000
120.707071,0.100000
120.707071,0.108081
120.707071,0.116162
120.707071,0.124242
120.707071,0.132323
120.707071,0.140404
120.707071,0.148485
120.707071,0.156566
120.707071,0.164646
120.707071,0.172727
120.707071,0.180808
120.707071,0.188889
120.707071,0.196970
120.707071,0.205051
120.707071,0.213131
120.707071,0.221212
120.707071,0.229293
120.707071,0.237374
120.707071,0.245455
120.707071,0.253535
120.707071,0.261616
120.707071,0.269697
120.707071,0.277778
120.707071,0.285859
120.707071,0.293939
120.707071,0.302020
120.707071,0.310101
120.707071,0.318182
120.707071,0.326263
120.707071,0.334343
120.707071,0.342424
120.707071,0.350505
120.707071,0.358586
120.707071,0.366667
120.707071,0.374747
120.707071,0.382828
120.707071,0.390909
120.707071,0.398990
120.707071,0.407071
120.707071,0.415152
120.707071,0.423232
120.707071,0.431313
120.707071,0.439394
120.707071,0.447475
120.707071,0.455556
120.707071,0.463636
120.707071,0.471717
120.707071,0.479798
120.707071,0.487879
120.707071,0.495960
120.707071,0.504040
120.707071,0.512121
120.707071,0.520202
120.707071,0.528283
120.707071,0.536364
120.707071,0.544444
120.707071,0.552525
120.707071,0.560606
120.707071,0.568687
120.707071,0.576768
120.707071,0.584848
120.707071,0.592929
120.707071,0.601010
120.707071,0.609091
120.707071,0.617172
120.707071,0.625253
120.707071,0.633333
120.707071,0.641414
120.707071,0.649495
120.707071,0.657576
120.707071,0.665657
120.707071,0.673737
120.707071,0.681818
120.707071,0.689899
120.707071,0.697980
120.707071,0.706061
120.707071,0.714141
120.707071,0.722222
120.707071,0.730303
120.707071,0.738384
120.707071,0.746465
120.707071,0.754545
120.707071,0.762626
120.707071,0.770707
120.707071,0.778788
120.707071,0.786869
120.707071,0.794949
120.707071,0.803030
120.707071,0.811111
120.707071,0.819192
120.707071,0.827273
120.707071,0.835354
120.707071,0.843434
120.707071,0.851515
120.707071,0.859596
120.707071,0.867677
120.707071,0.875758
120.707071,0.883838
120.707071,0.891919
120.707071,0.900000
124.696970,0.100000
124.696970,0.108081
124.696970,0.116162
124.696970,0.124242
124.696970,0.132323
124.696970,0.140404
124.696970,0.148485
124.696970,0.156566
124.696970,0.164646
124.696970,0.172727
124.696970,0.180808
124.696970,0.188889
124.696970,0.196970
124.696970,0.205051
124.696970,0.213131
124.696970,0.221212
124.696970,0.229293
124.696970,0.237374
124.696970,0.245455
124.696970,0.253535
124.696970,0.261616
124.696970,0.269697
124.696970,0.277778
124.696970,0.285859
124.696970,0.293939
124.696970,0.302020
124.696970,0.310101
124.696970,0.318182
124.696970,0.326263
124.696970,0.334343
124.696970,0.342424
124.696970,0.350505
124.696970,0.358586
124.696970,0.366667
124.696970,0.374747
124.696970,0.382828
124.696970,0.390909
124.696970,0.398990
124.696970,0.407071
124.696970,0.415152
124.696970,0.423232
124.696970,0.431313
124.696970,0.439394
124.696970,0.447475
124.696970,0.455556
124.696970,0.463636
124.696970,0.471717
124.696970,0.479798
124.696970,0.487879
124.696970,0.495960
124.696970,0.504040
124.696970,0.512121
124.696970,0.520202
124.696970,0.528283
124.696970,0.536364
124.696970,0.544444
124.696970,0.552525
124.696970,0.560606
124.696970,0.568687
124.696970,0.576768
124.696970,0.584848
124.696970,0.592929
124.696970,0.601010
124.696970,0.609091
124.696970,0.617172
124.696970,0.625253
124.696970,0.633333
124.696970,0.641414
124.696970,0.649495
124.696970,0.657576
124.696970,0.665657
124.696970,0.673737
124.696970,0.681818
124.696970,0.689899
124.696970,0.697980
124.696970,0.706061
124.696970,0.714141
124.696970,0.722222
124.696970,0.730303
124.696970,0.738384
124.696970,0.746465
124.696970,0.754545
124.696970,0.762626
124.696970,0.770707
124.696970,0.778788
124.696970,0.786869
124.696970,0.794949
124.696970,0.803030
124.696970,0.811111
124.696970,0.819192
124.696970,0.827273
124.696970,0.835354
124.696970,0.843434
124.696970,0.851515
124.696970,0.859596
124.696970,0.867677
124.696970,0.875758
124.696970,0.883838
124.696970,0.891919
124.696970,0.900000
128.686869,0.100000
128.686869,0.108081
128.686869,0.116162
128.686869,0.124242
128.686869,0.132323
128.686869,0.140404
128.686869,0.148485
128.686869,0.156566
128.686869,0.164646
128.686869,0.172727
128.686869,0.180808
128.686869,0.188889
128.686869,0.196970
128.686869,0.205051
128.686869,0.213131
128.686869,0.221212
128.686869,0.229293
128.686869,0.237374
128.686869,0.245455
128.686869,0.253535
128.686869,0.261616
128.686869,0.269697
128.686869,0.277778
128.686869,0.285859
128.686869,0.293939
128.686869,0.302020
128.686869,0.310101
128.686869,0.318182
128.686869,0.326263
128.686869,0.334343
128.686869,0.342424
128.686869,0.350505
128.686869,0.358586
128.686869,0.366667
128.686869,0.374747
128.686869,0.382828
128.686869,0.390909
128.686869,0.398990
128.686869,0.407071
128.686869,0.415152
128.686869,0.423232
128.686869,0.431313
128.686869,0.439394
128.686869,0.447475
128.686869,0.455556
128.686869,0.463636
128.686869,0.471717
128.686869,0.479798
128.686869,0.487879
128.686869,0.495960
128.686869,0.504040
128.686869,0.512121
128.686869,0.520202
128.686869,0.528283
128.686869,0.536364
128.686869,0.544444
128.686869,0.552525
128.686869,0.560606
128.686869,0.568687
128.686869,0.576768
128.686869,0.584848
128.686869,0.592929
128.686869,0.601010
128.686869,0.609091
128.686869,0.617172
128.686869,0.625253
128.686869,0.633333
128.686869,0.641414
128.686869,0.649495
128.686869,0.657576
128.686869,0.665657
128.686869,0.673737
128.686869,0.681818
128.686869,0.689899
128.686869,0.697980
128.686869,0.706061
128.686869,0.714141
128.686869,0.722222
128.686869,0.730303
128.686869,0.738384
128.686869,0.746465
128.686869,0.754545
128.686869,0.762626
128.686869,0.770707
128.686869,0.778788
128.686869,0.786869
128.686869,0.794949
128.686869,0.803030
128.686869,0.811111
128.686869,0.819192
128.686869,0.827273
128.686869,0.835354
128.686869,0.843434
128.686869,0.851515
128.686869,0.859596
128.686869,0.867677
128.686869,0.875758
128.686869,0.883838
128.686869,0.891919
128.686869,0.900000
132.676768,0.100000
132.676768,0.108081
132.676768,0.116162
132.676768,0.124242
132.676768,0.132323
132.676768,0.140404
132.676768,0.148485
132.676768,0.156566
132.676768,0.164646
132.676768,0.172727
132.676768,0.180808
132.676768,0.188889
132.676768,0.196970
132.676768,0.205051
132.676768,0.213131
132.676768,0.221212
132.676768,0.229293
132.676768,0.237374
132.676768,0.245455
132.676768,0.253535
132.676768,0.261616
132.676768,0.269697
132.676768,0.277778
132.676768,0.285859
132.676768,0.293939
132.676768,0.302020
132.676768,0.310101
132.676768,0.318182
132.676768,0.326263
132.676768,0.334343
132.676768,0.342424
132.676768,0.350505
132.676768,0.358586
132.676768,0.366667
132.676768,0.374747
132.676768,0.382828
132.676768,0.390909
132.676768,0.398990
132.676768,0.407071
132.676768,0.415152
132.676768,0.423232
132.676768,0.431313
132.676768,0.439394
132.676768,0.447475
132.676768,0.455556
132.676768,0.463636
132.676768,0.471717
132.676768,0.479798
132.676768,0.487879
132.676768,0.495960
132.676768,0.504040
132.676768,0.512121
132.676768,0.520202
132.676768,0.528283
132.676768,0.536364
132.676768,0.544444
132.676768,0.552525
132.676768,0.560606
132.676768,0.568687
132.676768,0.576768
132.676768,0.584848
132.676768,0.592929
132.676768,0.601010
132.676768,0.609091
132.676768,0.617172
132.676768,0.625253
132.676768,0.633333
132.676768,0.641414
132.676768,0.649495
132.676768,0.657576
132.676768,0.665657
132.676768,0.673737
132.676768,0.681818
132.676768,0.689899
132.676768,0.697980
132.676768,0.706061
132.676768,0.714141
132.676768,0.722222
132.676768,0.730303
132.676768,0.738384
132.676768,0.746465
132.676768,0.754545
132.676768,0.762626
132.676768,0.770707
132.676768,0.778788
132.676768,0.786869
132.676768,0.794949
132.676768,0.803030
132.676768,0.811111
132.676768,0.819192
132.676768,0.827273
132.676768,0.835354
132.676768,0.843434
132.676768,0.851515
132.676768,0.859596
132.676768,0.867677
132.676768,0.875758
132.676768,0.883838
132.676768,0.891919
132.676768,0.900000
136.666667,0.100000
136.666667,0.108081
136.666667,0.116162
136.666667,0.124242
136.666667,0.132323
136.666667,0.140404
136.666667,0.148485
136.666667,0.156566
136.666667,0.164646
136.666667,0.172727
136.666667,0.180808
136.666667,0.188889
136.666667,0.196970
136.666667,0.205051
136.666667,0.213131
136.666667,0.221212
136.666667,0.229293
136.666667,0.237374
136.666667,0.245455
136.666667,0.253535
136.666667,0.261616
136.666667,0.269697
136.666667,0.277778
136.666667,0.285859
136.666667,0.293939
136.666667,0.302020
136.666667,0.310101
136.666667,0.318182
136.666667,0.326263
136.666667,0.334343
136.666667,0.342424
136.666667,0.350505
136.666667,0.358586
136.666667,0.366667
136.666667,0.374747
136.666667,0.382828
136.666667,0.390909
136.666667,0.398990
136.666667,0.407071
136.666667,0.415152
136.666667,0.423232
136.666667,0.431313
136.666667,0.439394
136.666667,0.447475
136.666667,0.455556
136.666667,0.463636
136.666667,0.471717
136.666667,0.479798
136.666667,0.487879
136.666667,0.495960
136.666667,0.504040
136.666667,0.512121
136.666667,0.520202
136.666667,0.528283
136.666667,0.536364
136.666667,0.544444
136.666667,0.552525
136.666667,0.560606
136.666667,0.568687
136.666667,0.576768
136.666667,0.584848
136.666667,0.592929
136.666667,0.601010
136.666667,0.609091
136.666667,0.617172
136.666667,0.625253
136.666667,0.633333
136.666667,0.641414
136.666667,0.649495
136.666667,0.657576
136.666667,0.665657
136.666667,0.673737
136.666667,0.681818
136.666667,0.689899
136.666667,0.697980
136.666667,0.706061
136.666667,0.714141
136.666667,0.722222
136.666667,0.730303
136.666667,0.738384
136.666667,0.746465
136.666667,0.754545
136.666667,0.762626
136.666667,0.770707
136.666667,0.778788
136.666667,0.786869
136.666667,0.794949
136.666667,0.803030
136.666667,0.811111
136.666667,0.819192
136.666667,0.827273
136.666667,0.835354
136.666667,0.843434
136.666667,0.851515
136.666667,0.859596
136.666667,0.867677
136.666667,0.875758
136.666667,0.883838
136.666667,0.891919
136.666667,0.900000
140.656566,0.100000
140.656566,0.108081
140.656566,0.116162
140.656566,0.124242
140.656566,0.132323
140.656566,0.140404
140.656566,0.148485
140.656566,0.156566
140.656566,0.164646
140.656566,0.172727
140.656566,0.180808
140.656566,0.188889
140.656566,0.196970
140.656566,0.205051
140.656566,0.213131
140.656566,0.221212
140.656566,0.229293
140.656566,0.237374
140.656566,0.245455
140.656566,0.253535
140.656566,0.261616
140.656566,0.269697
140.656566,0.277778
140.656566,0.285859
140.656566,0.293939
140.656566,0.302020
140.656566,0.310101
140.656566,0.318182
140.656566,0.326263
140.656566,0.334343
140.656566,0.342424
140.656566,0.350505
140.656566,0.358586
140.656566,0.366667
140.656566,0.374747
140.656566,0.382828
140.656566,0.390909
140.656566,0.398990
140.656566,0.407071
140.656566,0.415152
140.656566,0.423232
140.656566,0.431313
140.656566,0.439394
140.656566,0.447475
140.656566,0.455556
140.656566,0.463636
140.656566,0.471717
140.656566,0.479798
140.656566,0.487879
140.656566,0.495960
140.656566,0.504040
140.656566,0.512121
140.656566,0.520202
140.656566,0.528283
140.656566,0.536364
140.656566,0.544444
140.656566,0.552525
140.656566,0.560606
140.656566,0.568687
140.656566,0.576768
140.656566,0.584848
140.656566,0.592929
140.656566,0.601010
140.656566,0.609091
140.656566,0.617172
140.656566,0.625253
140.656566,0.633333
140.656566,0.641414
140.656566,0.649495
140.656566,0.657576
140.656566,0.665657
140.656566,0.673737
140.656566,0.681818
140.656566,0.689899
140.656566,0.697980
140.656566,0.706061
140.656566,0.714141
140.656566,0.722222
140.656566,0.730303
140.656566,0.738384
140.656566,0.746465
140.656566,0.754545
140.656566,0.762626
140.656566,0.770707
140.656566,0.778788
140.656566,0.786869
140.656566,0.794949
140.656566,0.803030
140.656566,0.811111
140.656566,0.819192
140.656566,0.827273
140.656566,0.835354
140.656566,0.843434
140.656566,0.851515
140.656566,0.859596
140.656566,0.867677
140.656566,0.875758
140.656566,0.883838
140.656566,0.891919
140.656566,0.900000
144.646465,0.100000
144.646465,0.108081
144.646465,0.116162
144.646465,0.124242
144.646465,0.132323
144.646465,0.140404
144.646465,0.148485
144.646465,0.156566
144.646465,0.164646
144.646465,0.172727
144.646465,0.180808
144.646465,0.188889
144.646465,0.196970
144.646465,0.205051
144.646465,0.213131
144.646465,0.221212
144.646465,0.229293
144.646465,0.237374
144.646465,0.245455
144.646465,0.253535
144.646465,0.261616
144.646465,0.269697
144.646465,0.277778
144.646465,0.285859
144.646465,0.293939
144.646465,0.302020
144.646465,0.310101
144.646465,0.318182
144.646465,0.326263
144.646465,0.334343
144.646465,0.342424
144.646465,0.350505
144.646465,0.358586
144.646465,0.366667
144.646465,0.374747
144.646465,0.382828
144.646465,0.390909
144.646465,0.398990
144.646465,0.407071
144.646465,0.415152
144.646465,0.423232
144.646465,0.431313
144.646465,0.439394
144.646465,0.447475
144.646465,0.455556
144.646465,0.463636
144.646465,0.471717
144.646465,0.479798
144.646465,0.487879
144.646465,0.495960
144.646465,0.504040
144.646465,0.512121
144.646465,0.520202
144.646465,0.528283
144.646465,0.536364
144.646465,0.544444
144.646465,0.552525
144.646465,0.560606
144.646465,0.568687
144.646465,0.576768
144.646465,0.584848
144.646465,0.592929
144.646465,0.601010
144.646465,0.609091
144.646465,0.617172
144.646465,0.625253
144.646465,0.633333
144.646465,0.641414
144.646465,0.649495
144.646465,0.657576
144.646465,0.665657
144.646465,0.673737
144.646465,0.681818
144.646465,0.689899
144.646465,0.697980
144.646465,0.706061
144.646465,0.714141
144.646465,0.722222
144.646465,0.730303
144.646465,0.738384
144.646465,0.746465
144.646465,0.754545
144.646465,0.762626
144.646465,0.770707
144.646465,0.778788
144.646465,0.786869
144.646465,0.794949
144.646465,0.803030
144.646465,0.811111
144.646465,0.819192
144.646465,0.827273
144.646465,0.835354
144.646465,0.843434
144.646465,0.851515
144.646465,0.859596
144.646465,0.867677
144.646465,0.875758
144.646465,0.883838
144.646465,0.891919
144.646465,0.900000
148.636364,0.100000
148.636364,0.108081
148.636364,0.116162
148.636364,0.124242
148.636364,0.132323
148.636364,0.140404
148.636364,0.148485
148.636364,0.156566
148.636364,0.164646
148.636364,0.172727
148.636364,0.180808
148.636364,0.188889
148.636364,0.196970
148.636364,0.205051
148.636364,0.213131
148.636364,0.221212
148.636364,0.229293
148.636364,0.237374
148.636364,0.245455
148.636364,0.253535
148.636364,0.261616
148.636364,0.269697
148.636364,0.277778
148.636364,0.285859
148.636364,0.293939
148.636364,0.302020
148.636364,0.310101
148.636364,0.318182
148.636364,0.326263
148.636364,0.334343
148.636364,0.342424
148.636364,0.350505
148.636364,0.358586
148.636364,0.366667
148.636364,0.374747
148.636364,0.382828
148.636364,0.390909
148.636364,0.398990
148.636364,0.407071
148.636364,0.415152
148.636364,0.423232
148.636364,0.431313
148.636364,0.439394
148.636364,0.447475
148.636364,0.455556
148.636364,0.463636
148.636364,0.471717
148.636364,0.479798
148.636364,0.487879
148.636364,0.495960
148.636364,0.504040
148.636364,0.512121
148.636364,0.520202
148.636364,0.528283
148.636364,0.536364
148.636364,0.544444
148.636364,0.552525
148.636364,0.560606
148.636364,0.568687
148.636364,0.576768
148.636364,0.584848
148.636364,0.592929
148.636364,0.601010
148.636364,0.609091
148.636364,0.617172
148.636364,0.625253
148.636364,0.633333
148.636364,0.641414
148.636364,0.649495
148.636364,0.657576
148.636364,0.665657
148.636364,0.673737
148.636364,0.681818
148.636364,0.689899
148.636364,0.697980
148.636364,0.706061
148.636364,0.714141
148.636364,0.722222
148.636364,0.730303
148.636364,0.738384
148.636364,0.746465
148.636364,0.754545
148.636364,0.762626
148.636364,0.770707
148.636364,0.778788
148.636364,0.786869
148.636364,0.794949
148.636364,0.803030
148.636364,0.811111
148.636364,0.819192
148.636364,0.827273
148.636364,0.835354
148.636364,0.843434
148.636364,0.851515
148.636364,0.859596
148.636364,0.867677
148.636364,0.875758
148.636364,0.883838
148.636364,0.891919
148.636364,0.900000
152.626263,0.100000
152.626263,0.108081
152.626263,0.116162
152.626263,0.124242
152.626263,0.132323
152.626263,0.140404
152.626263,0.148485
152.626263,0.156566
152.626263,0.164646
152.626263,0.172727
152.626263,0.180808
152.626263,0.188889
152.626263,0.196970
152.626263,0.205051
152.626263,0.213131
152.626263,0.221212
152.626263,0.229293
152.626263,0.237374
152.626263,0.245455
152.626263,0.253535
152.626263,0.261616
152.626263,0.269697
152.626263,0.277778
152.626263,0.285859
152.626263,0.293939
152.626263,0.302020
152.626263,0.310101
152.626263,0.318182
152.626263,0.326263
152.626263,0.334343
152.626263,0.342424
152.626263,0.350505
152.626263,0.358586
152.626263,0.366667
152.626263,0.374747
152.626263,0.382828
152.626263,0.390909
152.626263,0.398990
152.626263,0.407071
152.626263,0.415152
152.626263,0.423232
152.626263,0.431313
152.626263,0.439394
152.626263,0.447475
152.626263,0.455556
152.626263,0.463636
152.626263,0.471717
152.626263,0.479798
152.626263,0.487879
152.626263,0.495960
152.626263,0.504040
152.626263,0.512121
152.626263,0.520202
152.626263,0.528283
152.626263,0.536364
152.626263,0.544444
152.626263,0.552525
152.626263,0.560606
152.626263,0.568687
152.626263,0.576768
152.626263,0.584848
152.626263,0.592929
152.626263,0.601010
152.626263,0.609091
152.626263,0.617172
152.626263,0.625253
152.626263,0.633333
152.626263,0.641414
152.626263,0.649495
152.626263,0.657576
152.626263,0.665657
152.626263,0.673737
152.626263,0.681818
152.626263,0.689899
152.626263,0.697980
152.626263,0.706061
152.626263,0.714141
152.626263,0.722222
152.626263,0.730303
152.626263,0.738384
152.626263,0.746465
152.626263,0.754545
152.626263,0.762626
152.626263,0.770707
152.626263,0.778788
152.626263,0.786869
152.626263,0.794949
152.626263,0.803030
152.626263,0.811111
152.626263,0.819192
152.626263,0.827273
152.626263,0.835354
152.626263,0.843434
152.626263,0.851515
152.626263,0.859596
152.626263,0.867677
152.626263,0.875758
152.626263,0.883838
152.626263,0.891919
152.626263,0.900000
156.616162,0.100000
156.616162,0.108081
156.616162,0.116162
156.616162,0.124242
156.616162,0.132323
156.616162,0.140404
156.616162,0.148485
156.616162,0.156566
156.616162,0.164646
156.616162,0.172727
156.616162,0.180808
156.616162,0.188889
156.616162,0.196970
156.616162,0.205051
156.616162,0.213131
156.616162,0.221212
156.616162,0.229293
156.616162,0.237374
156.616162,0.245455
156.616162,0.253535
156.616162,0.261616
156.616162,0.269697
156.616162,0.277778
156.616162,0.285859
156.616162,0.293939
156.616162,0.302020
156.616162,0.310101
156.616162,0.318182
156.616162,0.326263
156.616162,0.334343
156.616162,0.342424
156.616162,0.350505
156.616162,0.358586
156.616162,0.366667
156.616162,0.374747
156.616162,0.382828
156.616162,0.390909
156.616162,0.398990
156.616162,0.407071
156.616162,0.415152
156.616162,0.423232
156.616162,0.431313
156.616162,0.439394
156.616162,0.447475
156.616162,0.455556
156.616162,0.463636
156.616162,0.471717
156.616162,0.479798
156.616162,0.487879
156.616162,0.495960
156.616162,0.504040
156.616162,0.512121
156.616162,0.520202
156.616162,0.528283
156.616162,0.536364
156.616162,0.544444
156.616162,0.552525
156.616162,0.560606
156.616162,0.568687
156.616162,0.576768
156.616162,0.584848
156.616162,0.592929
156.616162,0.601010
156.616162,0.609091
156.616162,0.617172
156.616162,0.625253
156.616162,0.633333
156.616162,0.641414
156.616162,0.649495
156.616162,0.657576
156.616162,0.665657
156.616162,0.673737
156.616162,0.681818
156.616162,0.689899
156.616162,0.697980
156.616162,0.706061
156.616162,0.714141
156.616162,0.722222
156.616162,0.730303
156.616162,0.738384
156.616162,0.746465
156.616162,0.754545
156.616162,0.762626
156.616162,0.770707
156.616162,0.778788
156.616162,0.786869
156.616162,0.794949
156.616162,0.803030
156.616162,0.811111
156.616162,0.819192
156.616162,0.827273
156.616162,0.835354
156.616162,0.843434
156.616162,0.851515
156.616162,0.859596
156.616162,0.867677
156.616162,0.875758
156.616162,0.883838
156.616162,0.891919
156.616162,0.900000
160.606061,0.100000
160.606061,0.108081
160.606061,0.116162
160.606061,0.124242
160.606061,0.132323
160.606061,0.140404
160.606061,0.148485
160.606061,0.156566
160.606061,0.164646
160.606061,0.172727
160.606061,0.180808
160.606061,0.188889
160.606061,0.196970
160.606061,0.205051
160.606061,0.213131
160.606061,0.221212
160.606061,0.229293
160.606061,0.237374
160.606061,0.245455
160.606061,0.253535
160.606061,0.261616
160.606061,0.269697
160.606061,0.277778
160.606061,0.285859
160.606061,0.293939
160.606061,0.302020
160.606061,0.310101
160.606061,0.318182
160.606061,0.326263
160.606061,0.334343
160.606061,0.342424
160.606061,0.350505
160.606061,0.358586
160.606061,0.366667
160.606061,0.374747
160.606061,0.382828
160.606061,0.390909
160.606061,0.398990
160.606061,0.407071
160.606061,0.415152
160.606061,0.423232
160.606061,0.431313
160.606061,0.439394
160.606061,0.447475
160.606061,0.455556
160.606061,0.463636
160.606061,0.471717
160.606061,0.479798
160.606061,0.487879
160.606061,0.495960
160.606061,0.504040
160.606061,0.512121
160.606061,0.520202
160.606061,0.528283
160.606061,0.536364
160.606061,0.544444
160.606061,0.552525
160.606061,0.560606
160.606061,0.568687
160.606061,0.576768
160.606061,0.584848
160.606061,0.592929
160.606061,0.601010
160.606061,0.609091
160.606061,0.617172
160.606061,0.625253
160.606061,0.633333
160.606061,0.641414
160.606061,0.649495
160.606061,0.657576
160.606061,0.665657
160.606061,0.673737
